login,2025-06-06T12:18:41.106374400
login,2025-06-06T12:19:22.174767300
new_game,2025-06-06T12:20:12.277494800
save_and_quit_game,2025-06-06T12:20:15.483526500
some_event,2025-06-06T12:29:53.828719300
login,2025-06-06T12:30:11.453088200
login,2025-06-06T12:30:18.961094400
save_and_quit_game,2025-06-06T12:31:24.935163400
